Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
124,2014-12-20,10,120,E,169-30,36,2,23998.74,20.93
125,2014-12-20,10,120,E,164-11,36,2,18434.65,20.93
126,2014-12-20,10,120,E,156-4,0,3,62113.25,15.67
127,2014-12-20,10,120,E,167-7,0,3,25169.87,15.67
128,2014-12-20,10,120,E,168-16,0,3,38750.69,15.67
129,2014-12-20,10,120,E,169-30,0,3,44682.53,15.67
130,2014-12-20,10,120,E,164-11,0,3,85813.71,15.67
131,2014-12-20,10,120,E,156-4,2,3,57003.86,18.3
132,2014-12-20,10,120,E,167-7,2,3,44559.92,18.3
133,2014-12-20,10,120,E,168-16,2,3,46141.69,18.3
134,2014-12-20,10,120,E,169-30,2,3,11070.67,18.3
135,2014-12-20,10,120,E,164-11,2,3,17166.12,18.3
136,2014-12-20,10,120,E,156-4,12,3,114800.14,15.92
137,2014-12-20,10,120,E,167-7,12,3,82039.38,15.92
138,2014-12-20,10,120,E,168-16,12,3,16757.7,15.92
139,2014-12-20,10,120,E,169-30,12,3,39615.51,15.92
140,2014-12-20,10,120,E,164-11,12,3,13875.22,15.92
141,2014-12-20,10,120,E,156-4,24,3,78685.57,18.68
142,2014-12-20,10,120,E,167-7,24,3,96120.19,18.68
143,2014-12-20,10,120,E,168-16,24,3,59120.59,18.68
144,2014-12-20,10,120,E,169-30,24,3,45804.92,18.68
145,2014-12-20,10,120,E,164-11,24,3,24150.59,18.68
146,2014-12-20,10,120,E,156-4,36,3,42764.28,20.93
147,2014-12-20,10,120,E,167-7,36,3,21594.43,20.93
148,2014-12-20,10,120,E,168-16,36,3,10121.39,20.93
149,2014-12-20,10,120,E,169-30,36,3,16356.17,20.93
150,2014-12-20,10,120,E,164-11,36,3,13763.58,20.93
151,2014-12-20,10,0,F,156-4,0,1,13391.24,15.67
152,2014-12-20,10,0,F,167-7,0,1,9314.08,15.67
153,2014-12-20,10,0,F,168-16,0,1,8035.69,15.67
154,2014-12-20,10,0,F,169-30,0,1,11926.6,15.67
155,2014-12-20,10,0,F,164-11,0,1,14047.98,15.67
156,2014-12-20,10,0,F,156-4,2,1,17127.21,18.3
157,2014-12-20,10,0,F,167-7,2,1,9623.72,18.3
158,2014-12-20,10,0,F,168-16,2,1,9683.32,18.3
159,2014-12-20,10,0,F,169-30,2,1,10482.45,18.3
160,2014-12-20,10,0,F,164-11,2,1,15333.77,18.3
161,2014-12-20,10,0,F,156-4,12,1,14546.58,15.92
162,2014-12-20,10,0,F,167-7,12,1,12711.67,15.92
163,2014-12-20,10,0,F,168-16,12,1,15040.64,15.92
164,2014-12-20,10,0,F,169-30,12,1,11313.96,15.92
165,2014-12-20,10,0,F,164-11,12,1,12098.15,15.92
166,2014-12-20,10,0,F,156-4,24,1,9737.3,18.68
167,2014-12-20,10,0,F,167-7,24,1,9765.21,18.68
168,2014-12-20,10,0,F,168-16,24,1,9941.89,18.68
169,2014-12-20,10,0,F,169-30,24,1,9370.63,18.68
170,2014-12-20,10,0,F,164-11,24,1,21929.35,18.68
171,2014-12-20,10,0,F,156-4,36,1,14339.89,20.93
172,2014-12-20,10,0,F,167-7,36,1,18578.73,20.93
173,2014-12-20,10,0,F,168-16,36,1,15626.13,20.93
174,2014-12-20,10,0,F,169-30,36,1,15642.02,20.93
175,2014-12-20,10,0,F,164-11,36,1,21908.2,20.93
176,2014-12-20,10,0,F,156-4,0,2,14274.75,15.67
177,2014-12-20,10,0,F,167-7,0,2,9990.87,15.67
178,2014-12-20,10,0,F,168-16,0,2,8501.38,15.67
179,2014-12-20,10,0,F,169-30,0,2,10354.3,15.67
180,2014-12-20,10,0,F,164-11,0,2,12356.45,15.67
181,2014-12-20,10,0,F,156-4,2,2,14270.53,18.3
182,2014-12-20,10,0,F,167-7,2,2,9084.49,18.3
183,2014-12-20,10,0,F,168-16,2,2,9483.69,18.3
184,2014-12-20,10,0,F,169-30,2,2,10760.56,18.3
185,2014-12-20,10,0,F,164-11,2,2,8849.32,18.3
186,2014-12-20,10,0,F,156-4,12,2,10023.7,15.92
187,2014-12-20,10,0,F,167-7,12,2,10192.11,15.92
188,2014-12-20,10,0,F,168-16,12,2,12180.97,15.92
189,2014-12-20,10,0,F,169-30,12,2,11851.6,15.92
190,2014-12-20,10,0,F,164-11,12,2,10244.58,15.92
191,2014-12-20,10,0,F,156-4,24,2,9746.7,18.68
192,2014-12-20,10,0,F,167-7,24,2,9918.41,18.68
193,2014-12-20,10,0,F,168-16,24,2,10303.6,18.68
194,2014-12-20,10,0,F,169-30,24,2,9563,18.68
195,2014-12-20,10,0,F,164-11,24,2,12159.19,18.68
196,2014-12-20,10,0,F,156-4,36,2,11682.88,20.93
197,2014-12-20,10,0,F,167-7,36,2,13531.61,20.93
198,2014-12-20,10,0,F,168-16,36,2,13986.86,20.93
199,2014-12-20,10,0,F,169-30,36,2,12528.72,20.93
200,2014-12-20,10,0,F,164-11,36,2,17086.79,20.93
201,2014-12-20,10,0,F,156-4,0,3,9310.78,15.67
202,2014-12-20,10,0,F,167-7,0,3,10043.56,15.67
203,2014-12-20,10,0,F,168-16,0,3,8608.88,15.67
204,2014-12-20,10,0,F,169-30,0,3,8427.87,15.67
205,2014-12-20,10,0,F,164-11,0,3,11301.38,15.67
206,2014-12-20,10,0,F,156-4,2,3,8088.69,18.3
207,2014-12-20,10,0,F,167-7,2,3,7682.57,18.3
208,2014-12-20,10,0,F,168-16,2,3,7923.53,18.3
209,2014-12-20,10,0,F,169-30,2,3,9553.48,18.3
210,2014-12-20,10,0,F,164-11,2,3,7432.93,18.3
211,2014-12-20,10,0,F,156-4,12,3,9437.88,15.92
212,2014-12-20,10,0,F,167-7,12,3,9786.81,15.92
213,2014-12-20,10,0,F,168-16,12,3,11023.65,15.92
214,2014-12-20,10,0,F,169-30,12,3,10331.96,15.92
215,2014-12-20,10,0,F,164-11,12,3,11904.19,15.92
216,2014-12-20,10,0,F,156-4,24,3,9074.98,18.68
217,2014-12-20,10,0,F,167-7,24,3,11263.61,18.68
218,2014-12-20,10,0,F,168-16,24,3,10851.82,18.68
219,2014-12-20,10,0,F,169-30,24,3,10473.21,18.68
220,2014-12-20,10,0,F,164-11,24,3,17736.1,18.68
221,2014-12-20,10,0,F,156-4,36,3,13073.89,20.93
222,2014-12-20,10,0,F,167-7,36,3,15458.79,20.93
223,2014-12-20,10,0,F,168-16,36,3,12110.82,20.93
224,2014-12-20,10,0,F,169-30,36,3,12777.79,20.93
225,2014-12-20,10,0,F,164-11,36,3,19522.88,20.93
151,2014-12-21,11,24,F,156-4,0,1,12062.03,15.67
152,2014-12-21,11,24,F,167-7,0,1,9329.08,15.67
153,2014-12-21,11,24,F,168-16,0,1,9884.45,15.67
154,2014-12-21,11,24,F,169-30,0,1,9761.79,15.67
155,2014-12-21,11,24,F,164-11,0,1,13679.13,15.67
156,2014-12-21,11,24,F,156-4,2,1,11537.12,18.3
157,2014-12-21,11,24,F,167-7,2,1,11741.98,18.3
158,2014-12-21,11,24,F,168-16,2,1,13040.74,18.3
159,2014-12-21,11,24,F,169-30,2,1,12393.8,18.3
160,2014-12-21,11,24,F,164-11,2,1,12009.69,18.3
161,2014-12-21,11,24,F,156-4,12,1,10609.5,15.92
162,2014-12-21,11,24,F,167-7,12,1,14248.71,15.92
163,2014-12-21,11,24,F,168-16,12,1,13787.46,15.92
164,2014-12-21,11,24,F,169-30,12,1,10677.14,15.92
165,2014-12-21,11,24,F,164-11,12,1,11800.91,15.92
166,2014-12-21,11,24,F,156-4,24,1,12224.31,18.68
167,2014-12-21,11,24,F,167-7,24,1,14942.29,18.68
168,2014-12-21,11,24,F,168-16,24,1,12292.54,18.68
169,2014-12-21,11,24,F,169-30,24,1,11421.14,18.68
170,2014-12-21,11,24,F,164-11,24,1,19733.93,18.68
171,2014-12-21,11,24,F,156-4,36,1,12533.63,20.93
172,2014-12-21,11,24,F,167-7,36,1,11932.17,20.93
173,2014-12-21,11,24,F,168-16,36,1,13319.37,20.93
174,2014-12-21,11,24,F,169-30,36,1,11897.44,20.93
175,2014-12-21,11,24,F,164-11,36,1,12972.1,20.93
176,2014-12-21,11,24,F,156-4,0,2,12878.87,15.67
177,2014-12-21,11,24,F,167-7,0,2,8638.81,15.67
178,2014-12-21,11,24,F,168-16,0,2,10595.81,15.67
179,2014-12-21,11,24,F,169-30,0,2,8475.02,15.67
180,2014-12-21,11,24,F,164-11,0,2,14103.63,15.67
181,2014-12-21,11,24,F,156-4,2,2,12527.13,18.3
182,2014-12-21,11,24,F,167-7,2,2,12352.91,18.3
183,2014-12-21,11,24,F,168-16,2,2,12234.3,18.3
184,2014-12-21,11,24,F,169-30,2,2,12378.37,18.3
185,2014-12-21,11,24,F,164-11,2,2,10947.82,18.3
186,2014-12-21,11,24,F,156-4,12,2,12165.28,15.92
187,2014-12-21,11,24,F,167-7,12,2,14265.27,15.92
188,2014-12-21,11,24,F,168-16,12,2,14812.02,15.92
189,2014-12-21,11,24,F,169-30,12,2,11978.13,15.92
190,2014-12-21,11,24,F,164-11,12,2,12670.13,15.92
191,2014-12-21,11,24,F,156-4,24,2,9935.25,18.68
192,2014-12-21,11,24,F,167-7,24,2,13914.47,18.68
193,2014-12-21,11,24,F,168-16,24,2,12932.69,18.68
194,2014-12-21,11,24,F,169-30,24,2,11164.41,18.68
195,2014-12-21,11,24,F,164-11,24,2,16982.46,18.68
196,2014-12-21,11,24,F,156-4,36,2,13246.57,20.93
197,2014-12-21,11,24,F,167-7,36,2,11448.04,20.93
198,2014-12-21,11,24,F,168-16,36,2,14489.05,20.93
199,2014-12-21,11,24,F,169-30,36,2,11063.4,20.93
200,2014-12-21,11,24,F,164-11,36,2,13890.16,20.93
201,2014-12-21,11,24,F,156-4,0,3,11518.48,15.67
202,2014-12-21,11,24,F,167-7,0,3,9432.79,15.67
203,2014-12-21,11,24,F,168-16,0,3,11534.51,15.67
204,2014-12-21,11,24,F,169-30,0,3,12651.95,15.67
205,2014-12-21,11,24,F,164-11,0,3,15698.51,15.67
206,2014-12-21,11,24,F,156-4,2,3,12757.81,18.3
207,2014-12-21,11,24,F,167-7,2,3,14411.12,18.3
208,2014-12-21,11,24,F,168-16,2,3,12579.34,18.3
209,2014-12-21,11,24,F,169-30,2,3,11621.87,18.3
210,2014-12-21,11,24,F,164-11,2,3,11627.69,18.3
211,2014-12-21,11,24,F,156-4,12,3,10534.18,15.92
212,2014-12-21,11,24,F,167-7,12,3,14417.08,15.92
213,2014-12-21,11,24,F,168-16,12,3,12441.2,15.92
214,2014-12-21,11,24,F,169-30,12,3,11894.41,15.92
215,2014-12-21,11,24,F,164-11,12,3,8139.94,15.92
216,2014-12-21,11,24,F,156-4,24,3,10633.02,18.68
217,2014-12-21,11,24,F,167-7,24,3,16215.36,18.68
218,2014-12-21,11,24,F,168-16,24,3,13655.68,18.68
219,2014-12-21,11,24,F,169-30,24,3,10861.62,18.68
220,2014-12-21,11,24,F,164-11,24,3,16461.24,18.68
221,2014-12-21,11,24,F,156-4,36,3,15307.15,20.93
222,2014-12-21,11,24,F,167-7,36,3,13269.79,20.93
223,2014-12-21,11,24,F,168-16,36,3,11784.63,20.93
224,2014-12-21,11,24,F,169-30,36,3,14365.93,20.93
225,2014-12-21,11,24,F,164-11,36,3,13985.38,20.93
151,2014-12-30,20,216,F,156-4,0,1,49791.65,15.55
152,2014-12-30,20,216,F,167-7,0,1,31377.37,15.55
153,2014-12-30,20,216,F,168-16,0,1,61220.83,15.55
154,2014-12-30,20,216,F,169-30,0,1,41826.25,15.55
155,2014-12-30,20,216,F,164-11,0,1,28013.84,15.55
156,2014-12-30,20,216,F,156-4,2,1,58533.14,17.13
157,2014-12-30,20,216,F,167-7,2,1,42269.24,17.13
158,2014-12-30,20,216,F,168-16,2,1,40819.12,17.13
159,2014-12-30,20,216,F,169-30,2,1,37989.34,17.13
160,2014-12-30,20,216,F,164-11,2,1,16352.3,17.13
161,2014-12-30,20,216,F,156-4,12,1,65238.08,15.4
162,2014-12-30,20,216,F,167-7,12,1,30571.58,15.4
163,2014-12-30,20,216,F,168-16,12,1,37182.16,15.4
164,2014-12-30,20,216,F,169-30,12,1,24362.81,15.4
165,2014-12-30,20,216,F,164-11,12,1,35033.15,15.4
166,2014-12-30,20,216,F,156-4,24,1,46076.1,18.19
167,2014-12-30,20,216,F,167-7,24,1,90482.64,18.19
168,2014-12-30,20,216,F,168-16,24,1,49864,18.19
169,2014-12-30,20,216,F,169-30,24,1,41219.77,18.19
170,2014-12-30,20,216,F,164-11,24,1,15631.19,18.19
171,2014-12-30,20,216,F,156-4,36,1,30691.51,20.59
172,2014-12-30,20,216,F,167-7,36,1,19462.5,20.59
173,2014-12-30,20,216,F,168-16,36,1,24650.18,20.59
174,2014-12-30,20,216,F,169-30,36,1,15064.46,20.59
175,2014-12-30,20,216,F,164-11,36,1,12685.99,20.59
176,2014-12-30,20,216,F,156-4,0,2,46465.77,15.55
177,2014-12-30,20,216,F,167-7,0,2,23625.31,15.55
178,2014-12-30,20,216,F,168-16,0,2,52306.1,15.55
179,2014-12-30,20,216,F,169-30,0,2,42786.24,15.55
180,2014-12-30,20,216,F,164-11,0,2,33130.14,15.55
181,2014-12-30,20,216,F,156-4,2,2,51054.07,17.13
182,2014-12-30,20,216,F,167-7,2,2,42536.33,17.13
183,2014-12-30,20,216,F,168-16,2,2,37921.63,17.13
184,2014-12-30,20,216,F,169-30,2,2,40919.23,17.13
185,2014-12-30,20,216,F,164-11,2,2,25361.52,17.13
186,2014-12-30,20,216,F,156-4,12,2,73078.89,15.4
187,2014-12-30,20,216,F,167-7,12,2,74657.59,15.4
188,2014-12-30,20,216,F,168-16,12,2,44690.61,15.4
189,2014-12-30,20,216,F,169-30,12,2,28479.53,15.4
190,2014-12-30,20,216,F,164-11,12,2,35039.19,15.4
191,2014-12-30,20,216,F,156-4,24,2,43930.1,18.19
192,2014-12-30,20,216,F,167-7,24,2,71991.7,18.19
193,2014-12-30,20,216,F,168-16,24,2,38008.43,18.19
194,2014-12-30,20,216,F,169-30,24,2,48874.19,18.19
195,2014-12-30,20,216,F,164-11,24,2,20536.59,18.19
196,2014-12-30,20,216,F,156-4,36,2,30196.17,20.59
197,2014-12-30,20,216,F,167-7,36,2,20191.22,20.59
198,2014-12-30,20,216,F,168-16,36,2,29010.04,20.59
199,2014-12-30,20,216,F,169-30,36,2,16498.73,20.59
200,2014-12-30,20,216,F,164-11,36,2,13391.84,20.59
201,2014-12-30,20,216,F,156-4,0,3,45085.81,15.55
202,2014-12-30,20,216,F,167-7,0,3,34874.4,15.55
203,2014-12-30,20,216,F,168-16,0,3,55352.96,15.55
204,2014-12-30,20,216,F,169-30,0,3,34921.71,15.55
205,2014-12-30,20,216,F,164-11,0,3,34345.94,15.55
206,2014-12-30,20,216,F,156-4,2,3,61426.44,17.13
207,2014-12-30,20,216,F,167-7,2,3,44170.94,17.13
208,2014-12-30,20,216,F,168-16,2,3,37886.1,17.13
209,2014-12-30,20,216,F,169-30,2,3,44004.07,17.13
210,2014-12-30,20,216,F,164-11,2,3,28023.84,17.13
211,2014-12-30,20,216,F,156-4,12,3,66696.3,15.4
212,2014-12-30,20,216,F,167-7,12,3,68514.86,15.4
213,2014-12-30,20,216,F,168-16,12,3,39560.13,15.4
214,2014-12-30,20,216,F,169-30,12,3,28571.9,15.4
215,2014-12-30,20,216,F,164-11,12,3,33292.48,15.4
216,2014-12-30,20,216,F,156-4,24,3,45443.82,18.19
217,2014-12-30,20,216,F,167-7,24,3,72513.64,18.19
218,2014-12-30,20,216,F,168-16,24,3,45462.78,18.19
219,2014-12-30,20,216,F,169-30,24,3,44220.16,18.19
220,2014-12-30,20,216,F,164-11,24,3,23580.62,18.19
221,2014-12-30,20,216,F,156-4,36,3,21665.35,20.59
222,2014-12-30,20,216,F,167-7,36,3,24832.27,20.59
223,2014-12-30,20,216,F,168-16,36,3,30289.38,20.59
224,2014-12-30,20,216,F,169-30,36,3,18308.46,20.59
225,2014-12-30,20,216,F,164-11,36,3,12852.73,20.59
226,2014-12-30,20,0,G,156-4,0,1,9420.02,15.55
227,2014-12-30,20,0,G,167-7,0,1,11578.49,15.55
228,2014-12-30,20,0,G,168-16,0,1,7977.51,15.55
229,2014-12-30,20,0,G,169-30,0,1,9155.97,15.55
230,2014-12-30,20,0,G,164-11,0,1,14573.86,15.55
231,2014-12-30,20,0,G,156-4,2,1,8916.87,17.13
232,2014-12-30,20,0,G,167-7,2,1,9752.7,17.13
233,2014-12-30,20,0,G,168-16,2,1,8420.17,17.13
234,2014-12-30,20,0,G,169-30,2,1,9688.26,17.13
235,2014-12-30,20,0,G,164-11,2,1,10462.14,17.13
236,2014-12-30,20,0,G,156-4,12,1,8895.42,15.4
237,2014-12-30,20,0,G,167-7,12,1,9595.2,15.4
238,2014-12-30,20,0,G,168-16,12,1,9105.11,15.4
239,2014-12-30,20,0,G,169-30,12,1,9071.25,15.4
240,2014-12-30,20,0,G,164-11,12,1,9850.93,15.4
241,2014-12-30,20,0,G,156-4,24,1,10207.79,18.19
242,2014-12-30,20,0,G,167-7,24,1,8544.64,18.19
243,2014-12-30,20,0,G,168-16,24,1,8363.66,18.19
244,2014-12-30,20,0,G,169-30,24,1,8796.53,18.19
245,2014-12-30,20,0,G,164-11,24,1,17483.86,18.19
246,2014-12-30,20,0,G,156-4,36,1,12484.55,20.59
247,2014-12-30,20,0,G,167-7,36,1,12473.75,20.59
248,2014-12-30,20,0,G,168-16,36,1,10603.95,20.59
249,2014-12-30,20,0,G,169-30,36,1,13752.6,20.59
250,2014-12-30,20,0,G,164-11,36,1,15608.99,20.59
251,2014-12-30,20,0,G,156-4,0,2,9425.09,15.55
252,2014-12-30,20,0,G,167-7,0,2,11704.6,15.55
253,2014-12-30,20,0,G,168-16,0,2,8999.65,15.55
254,2014-12-30,20,0,G,169-30,0,2,8935.9,15.55
255,2014-12-30,20,0,G,164-11,0,2,17335.27,15.55
256,2014-12-30,20,0,G,156-4,2,2,9023.79,17.13
257,2014-12-30,20,0,G,167-7,2,2,10111.84,17.13
258,2014-12-30,20,0,G,168-16,2,2,9043.85,17.13
259,2014-12-30,20,0,G,169-30,2,2,9470.43,17.13
260,2014-12-30,20,0,G,164-11,2,2,9651.07,17.13
261,2014-12-30,20,0,G,156-4,12,2,8525.56,15.4
262,2014-12-30,20,0,G,167-7,12,2,9365.53,15.4
263,2014-12-30,20,0,G,168-16,12,2,9232.16,15.4
264,2014-12-30,20,0,G,169-30,12,2,12737.95,15.4
265,2014-12-30,20,0,G,164-11,12,2,10743.92,15.4
266,2014-12-30,20,0,G,156-4,24,2,11387.17,18.19
267,2014-12-30,20,0,G,167-7,24,2,9086.27,18.19
268,2014-12-30,20,0,G,168-16,24,2,8614.49,18.19
269,2014-12-30,20,0,G,169-30,24,2,9533.52,18.19
270,2014-12-30,20,0,G,164-11,24,2,17321.06,18.19
271,2014-12-30,20,0,G,156-4,36,2,13986.71,20.59
272,2014-12-30,20,0,G,167-7,36,2,12269.84,20.59
273,2014-12-30,20,0,G,168-16,36,2,10005.43,20.59
274,2014-12-30,20,0,G,169-30,36,2,13138.13,20.59
275,2014-12-30,20,0,G,164-11,36,2,18406.06,20.59
276,2014-12-30,20,0,G,156-4,0,3,9422.23,15.55
277,2014-12-30,20,0,G,167-7,0,3,10388.84,15.55
278,2014-12-30,20,0,G,168-16,0,3,9627.2,15.55
279,2014-12-30,20,0,G,169-30,0,3,9800.23,15.55
280,2014-12-30,20,0,G,164-11,0,3,16966.92,15.55
281,2014-12-30,20,0,G,156-4,2,3,10314.99,17.13
282,2014-12-30,20,0,G,167-7,2,3,10557.37,17.13
283,2014-12-30,20,0,G,168-16,2,3,9515.23,17.13
284,2014-12-30,20,0,G,169-30,2,3,9699.06,17.13
285,2014-12-30,20,0,G,164-11,2,3,11644.57,17.13
286,2014-12-30,20,0,G,156-4,12,3,9538.28,15.4
287,2014-12-30,20,0,G,167-7,12,3,11056.72,15.4
288,2014-12-30,20,0,G,168-16,12,3,8711.23,15.4
289,2014-12-30,20,0,G,169-30,12,3,13163.67,15.4
290,2014-12-30,20,0,G,164-11,12,3,13717.8,15.4
291,2014-12-30,20,0,G,156-4,24,3,10276.03,18.19
292,2014-12-30,20,0,G,167-7,24,3,9096.44,18.19
293,2014-12-30,20,0,G,168-16,24,3,9874.62,18.19
294,2014-12-30,20,0,G,169-30,24,3,9202.85,18.19
295,2014-12-30,20,0,G,164-11,24,3,19765.86,18.19
296,2014-12-30,20,0,G,156-4,36,3,17873.08,20.59
297,2014-12-30,20,0,G,167-7,36,3,12377.13,20.59
298,2014-12-30,20,0,G,168-16,36,3,12365.48,20.59
299,2014-12-30,20,0,G,169-30,36,3,15188.84,20.59
300,2014-12-30,20,0,G,164-11,36,3,18021.15,20.59
226,2014-12-31,21,24,G,156-4,0,1,11375.54,15.35
227,2014-12-31,21,24,G,167-7,0,1,13169.58,15.35
228,2014-12-31,21,24,G,168-16,0,1,10553.16,15.35
229,2014-12-31,21,24,G,169-30,0,1,11324.05,15.35
230,2014-12-31,21,24,G,164-11,0,1,14372.89,15.35
231,2014-12-31,21,24,G,156-4,2,1,10968.77,17.27
232,2014-12-31,21,24,G,167-7,2,1,12046.06,17.27
233,2014-12-31,21,24,G,168-16,2,1,11774.56,17.27
234,2014-12-31,21,24,G,169-30,2,1,12177.79,17.27
235,2014-12-31,21,24,G,164-11,2,1,12100.19,17.27
236,2014-12-31,21,24,G,156-4,12,1,11576.98,17.18
237,2014-12-31,21,24,G,167-7,12,1,14927.82,17.18
238,2014-12-31,21,24,G,168-16,12,1,11796.29,17.18
239,2014-12-31,21,24,G,169-30,12,1,11467.7,17.18
240,2014-12-31,21,24,G,164-11,12,1,13728.47,17.18
241,2014-12-31,21,24,G,156-4,24,1,10597.27,15.93
242,2014-12-31,21,24,G,167-7,24,1,10080.97,15.93
243,2014-12-31,21,24,G,168-16,24,1,10857.88,15.93
244,2014-12-31,21,24,G,169-30,24,1,11618.48,15.93
245,2014-12-31,21,24,G,164-11,24,1,13916.68,15.93
246,2014-12-31,21,24,G,156-4,36,1,13557.04,21.77
247,2014-12-31,21,24,G,167-7,36,1,10447.26,21.77
248,2014-12-31,21,24,G,168-16,36,1,9967.52,21.77
249,2014-12-31,21,24,G,169-30,36,1,11515.59,21.77
250,2014-12-31,21,24,G,164-11,36,1,9890.61,21.77
251,2014-12-31,21,24,G,156-4,0,2,11681.48,15.35
252,2014-12-31,21,24,G,167-7,0,2,12018,15.35
253,2014-12-31,21,24,G,168-16,0,2,12484.73,15.35
254,2014-12-31,21,24,G,169-30,0,2,11555.57,15.35
255,2014-12-31,21,24,G,164-11,0,2,15090.66,15.35
256,2014-12-31,21,24,G,156-4,2,2,12103.71,17.27
257,2014-12-31,21,24,G,167-7,2,2,11662.05,17.27
258,2014-12-31,21,24,G,168-16,2,2,12928.91,17.27
259,2014-12-31,21,24,G,169-30,2,2,11748,17.27
260,2014-12-31,21,24,G,164-11,2,2,11465.45,17.27
261,2014-12-31,21,24,G,156-4,12,2,10671.02,17.18
262,2014-12-31,21,24,G,167-7,12,2,14385.26,17.18
263,2014-12-31,21,24,G,168-16,12,2,12013.35,17.18
264,2014-12-31,21,24,G,169-30,12,2,11358.7,17.18
265,2014-12-31,21,24,G,164-11,12,2,13167.26,17.18
266,2014-12-31,21,24,G,156-4,24,2,12996.2,15.93
267,2014-12-31,21,24,G,167-7,24,2,12919.46,15.93
268,2014-12-31,21,24,G,168-16,24,2,11144.3,15.93
269,2014-12-31,21,24,G,169-30,24,2,12428.37,15.93
270,2014-12-31,21,24,G,164-11,24,2,16019.78,15.93
271,2014-12-31,21,24,G,156-4,36,2,12922.52,21.77
272,2014-12-31,21,24,G,167-7,36,2,9192.19,21.77
273,2014-12-31,21,24,G,168-16,36,2,9327.51,21.77
274,2014-12-31,21,24,G,169-30,36,2,11463.98,21.77
275,2014-12-31,21,24,G,164-11,36,2,11664.67,21.77
276,2014-12-31,21,24,G,156-4,0,3,12357.35,15.35
277,2014-12-31,21,24,G,167-7,0,3,11253.1,15.35
278,2014-12-31,21,24,G,168-16,0,3,13175.99,15.35
279,2014-12-31,21,24,G,169-30,0,3,11521.92,15.35
280,2014-12-31,21,24,G,164-11,0,3,15512.23,15.35
281,2014-12-31,21,24,G,156-4,2,3,13179.55,17.27
282,2014-12-31,21,24,G,167-7,2,3,11967.19,17.27
283,2014-12-31,21,24,G,168-16,2,3,13309.66,17.27
284,2014-12-31,21,24,G,169-30,2,3,11197.26,17.27
285,2014-12-31,21,24,G,164-11,2,3,12025.53,17.27
286,2014-12-31,21,24,G,156-4,12,3,12340.32,17.18
287,2014-12-31,21,24,G,167-7,12,3,13244.58,17.18
288,2014-12-31,21,24,G,168-16,12,3,10670.52,17.18
289,2014-12-31,21,24,G,169-30,12,3,12349.43,17.18
290,2014-12-31,21,24,G,164-11,12,3,13423.62,17.18
291,2014-12-31,21,24,G,156-4,24,3,9939.77,15.93
292,2014-12-31,21,24,G,167-7,24,3,14075.73,15.93
293,2014-12-31,21,24,G,168-16,24,3,12798.55,15.93
294,2014-12-31,21,24,G,169-30,24,3,12073.65,15.93
295,2014-12-31,21,24,G,164-11,24,3,16510.36,15.93
296,2014-12-31,21,24,G,156-4,36,3,17742.46,21.77
297,2014-12-31,21,24,G,167-7,36,3,10286.91,21.77
298,2014-12-31,21,24,G,168-16,36,3,11355.25,21.77
299,2014-12-31,21,24,G,169-30,36,3,12571.9,21.77
300,2014-12-31,21,24,G,164-11,36,3,11533.08,21.77
226,2015-01-01,22,48,G,156-4,0,1,17380.74,16.04
227,2015-01-01,22,48,G,167-7,0,1,14239.55,16.04
228,2015-01-01,22,48,G,168-16,0,1,16849.14,16.04
229,2015-01-01,22,48,G,169-30,0,1,18210.26,16.04
230,2015-01-01,22,48,G,164-11,0,1,18479.92,16.04
231,2015-01-01,22,48,G,156-4,2,1,14317.26,16.79
232,2015-01-01,22,48,G,167-7,2,1,20015.72,16.79
233,2015-01-01,22,48,G,168-16,2,1,15612.12,16.79
234,2015-01-01,22,48,G,169-30,2,1,17270.08,16.79
235,2015-01-01,22,48,G,164-11,2,1,14062.49,16.79
236,2015-01-01,22,48,G,156-4,12,1,15292.33,15.39
237,2015-01-01,22,48,G,167-7,12,1,24297.16,15.39
238,2015-01-01,22,48,G,168-16,12,1,12417.13,15.39
239,2015-01-01,22,48,G,169-30,12,1,13801.98,15.39
240,2015-01-01,22,48,G,164-11,12,1,18860.2,15.39
241,2015-01-01,22,48,G,156-4,24,1,13158.43,16.48
242,2015-01-01,22,48,G,167-7,24,1,14615,16.48
243,2015-01-01,22,48,G,168-16,24,1,11970.95,16.48
244,2015-01-01,22,48,G,169-30,24,1,14151.96,16.48
245,2015-01-01,22,48,G,164-11,24,1,17634.89,16.48
246,2015-01-01,22,48,G,156-4,36,1,14570.07,20.32
247,2015-01-01,22,48,G,167-7,36,1,10577.52,20.32
248,2015-01-01,22,48,G,168-16,36,1,8348.71,20.32
249,2015-01-01,22,48,G,169-30,36,1,10661.22,20.32
250,2015-01-01,22,48,G,164-11,36,1,9977.1,20.32
251,2015-01-01,22,48,G,156-4,0,2,19097.65,16.04
252,2015-01-01,22,48,G,167-7,0,2,14557.64,16.04
253,2015-01-01,22,48,G,168-16,0,2,18406.37,16.04
254,2015-01-01,22,48,G,169-30,0,2,18175.98,16.04
255,2015-01-01,22,48,G,164-11,0,2,20599.33,16.04
256,2015-01-01,22,48,G,156-4,2,2,16309.31,16.79
257,2015-01-01,22,48,G,167-7,2,2,19179.41,16.79
258,2015-01-01,22,48,G,168-16,2,2,15723.11,16.79
259,2015-01-01,22,48,G,169-30,2,2,15160.1,16.79
