Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
674,2015-01-17,38,0,L,169-30,36,3,1775.2,19.35
675,2015-01-17,38,0,L,164-11,36,3,5491.59,19.35
601,2015-01-18,39,24,L,156-4,0,1,5805.05,14.81
602,2015-01-18,39,24,L,167-7,0,1,3648.74,14.81
603,2015-01-18,39,24,L,168-16,0,1,6043.27,14.81
604,2015-01-18,39,24,L,169-30,0,1,5191.36,14.81
605,2015-01-18,39,24,L,164-11,0,1,6910.86,14.81
606,2015-01-18,39,24,L,156-4,2,1,4387.69,16.8
607,2015-01-18,39,24,L,167-7,2,1,7466.15,16.8
608,2015-01-18,39,24,L,168-16,2,1,4074.62,16.8
609,2015-01-18,39,24,L,169-30,2,1,6066.17,16.8
610,2015-01-18,39,24,L,164-11,2,1,6625.16,16.8
611,2015-01-18,39,24,L,156-4,12,1,4262.12,15.19
612,2015-01-18,39,24,L,167-7,12,1,12318.77,15.19
613,2015-01-18,39,24,L,168-16,12,1,3760.41,15.19
614,2015-01-18,39,24,L,169-30,12,1,5244.15,15.19
615,2015-01-18,39,24,L,164-11,12,1,7371.42,15.19
616,2015-01-18,39,24,L,156-4,24,1,4686.21,16.47
617,2015-01-18,39,24,L,167-7,24,1,11744.97,16.47
618,2015-01-18,39,24,L,168-16,24,1,3172.59,16.47
619,2015-01-18,39,24,L,169-30,24,1,4943.75,16.47
620,2015-01-18,39,24,L,164-11,24,1,5996.23,16.47
621,2015-01-18,39,24,L,156-4,36,1,8324.79,18.8
622,2015-01-18,39,24,L,167-7,36,1,8860.28,18.8
623,2015-01-18,39,24,L,168-16,36,1,1042.85,18.8
624,2015-01-18,39,24,L,169-30,36,1,1850.13,18.8
625,2015-01-18,39,24,L,164-11,36,1,7215.02,18.8
626,2015-01-18,39,24,L,156-4,0,2,5746.12,14.81
627,2015-01-18,39,24,L,167-7,0,2,4423.6,14.81
628,2015-01-18,39,24,L,168-16,0,2,6951.89,14.81
629,2015-01-18,39,24,L,169-30,0,2,5786.41,14.81
630,2015-01-18,39,24,L,164-11,0,2,6272.49,14.81
631,2015-01-18,39,24,L,156-4,2,2,5524,16.8
632,2015-01-18,39,24,L,167-7,2,2,14075.17,16.8
633,2015-01-18,39,24,L,168-16,2,2,9466.85,16.8
634,2015-01-18,39,24,L,169-30,2,2,6316.98,16.8
635,2015-01-18,39,24,L,164-11,2,2,6699.87,16.8
636,2015-01-18,39,24,L,156-4,12,2,4377.02,15.19
637,2015-01-18,39,24,L,167-7,12,2,11608.03,15.19
638,2015-01-18,39,24,L,168-16,12,2,6105.08,15.19
639,2015-01-18,39,24,L,169-30,12,2,4658.51,15.19
640,2015-01-18,39,24,L,164-11,12,2,7949.67,15.19
641,2015-01-18,39,24,L,156-4,24,2,4731.19,16.47
642,2015-01-18,39,24,L,167-7,24,2,11255.08,16.47
643,2015-01-18,39,24,L,168-16,24,2,4109.1,16.47
644,2015-01-18,39,24,L,169-30,24,2,4599.39,16.47
645,2015-01-18,39,24,L,164-11,24,2,7098.73,16.47
646,2015-01-18,39,24,L,156-4,36,2,8792.82,18.8
647,2015-01-18,39,24,L,167-7,36,2,7189.35,18.8
648,2015-01-18,39,24,L,168-16,36,2,976.18,18.8
649,2015-01-18,39,24,L,169-30,36,2,3106.94,18.8
650,2015-01-18,39,24,L,164-11,36,2,6646.22,18.8
651,2015-01-18,39,24,L,156-4,0,3,7001.55,14.81
652,2015-01-18,39,24,L,167-7,0,3,4477.41,14.81
653,2015-01-18,39,24,L,168-16,0,3,7579.02,14.81
654,2015-01-18,39,24,L,169-30,0,3,6205.13,14.81
655,2015-01-18,39,24,L,164-11,0,3,7502.04,14.81
656,2015-01-18,39,24,L,156-4,2,3,5210.76,16.8
657,2015-01-18,39,24,L,167-7,2,3,8881.98,16.8
658,2015-01-18,39,24,L,168-16,2,3,5058.29,16.8
659,2015-01-18,39,24,L,169-30,2,3,6219.54,16.8
660,2015-01-18,39,24,L,164-11,2,3,7035.53,16.8
661,2015-01-18,39,24,L,156-4,12,3,4616.43,15.19
662,2015-01-18,39,24,L,167-7,12,3,12445.68,15.19
663,2015-01-18,39,24,L,168-16,12,3,4088.76,15.19
664,2015-01-18,39,24,L,169-30,12,3,4558.95,15.19
665,2015-01-18,39,24,L,164-11,12,3,8646.56,15.19
666,2015-01-18,39,24,L,156-4,24,3,4253.69,16.47
667,2015-01-18,39,24,L,167-7,24,3,10985.15,16.47
668,2015-01-18,39,24,L,168-16,24,3,3512.89,16.47
669,2015-01-18,39,24,L,169-30,24,3,5619.22,16.47
670,2015-01-18,39,24,L,164-11,24,3,8103.18,16.47
671,2015-01-18,39,24,L,156-4,36,3,6982.54,18.8
672,2015-01-18,39,24,L,167-7,36,3,8997.09,18.8
673,2015-01-18,39,24,L,168-16,36,3,2083.95,18.8
674,2015-01-18,39,24,L,169-30,36,3,2691.69,18.8
675,2015-01-18,39,24,L,164-11,36,3,6317.74,18.8
601,2015-01-19,40,48,L,156-4,0,1,12681.41,15.18
602,2015-01-19,40,48,L,167-7,0,1,4569.12,15.18
603,2015-01-19,40,48,L,168-16,0,1,9615.7,15.18
604,2015-01-19,40,48,L,169-30,0,1,9299.56,15.18
605,2015-01-19,40,48,L,164-11,0,1,12708.1,15.18
606,2015-01-19,40,48,L,156-4,2,1,1919.03,16.51
607,2015-01-19,40,48,L,167-7,2,1,11407.13,16.51
608,2015-01-19,40,48,L,168-16,2,1,5747.39,16.51
609,2015-01-19,40,48,L,169-30,2,1,8795.47,16.51
610,2015-01-19,40,48,L,164-11,2,1,11246.22,16.51
611,2015-01-19,40,48,L,156-4,12,1,4056.85,15.31
612,2015-01-19,40,48,L,167-7,12,1,21436.46,15.31
613,2015-01-19,40,48,L,168-16,12,1,5503.66,15.31
614,2015-01-19,40,48,L,169-30,12,1,7586.81,15.31
615,2015-01-19,40,48,L,164-11,12,1,11284.13,15.31
616,2015-01-19,40,48,L,156-4,24,1,7582.25,17.41
617,2015-01-19,40,48,L,167-7,24,1,18983.46,17.41
618,2015-01-19,40,48,L,168-16,24,1,4058,17.41
619,2015-01-19,40,48,L,169-30,24,1,7507.82,17.41
620,2015-01-19,40,48,L,164-11,24,1,7790.61,17.41
621,2015-01-19,40,48,L,156-4,36,1,8864.05,19.58
622,2015-01-19,40,48,L,167-7,36,1,11691.28,19.58
623,2015-01-19,40,48,L,168-16,36,1,1045.9,19.58
624,2015-01-19,40,48,L,169-30,36,1,1712.44,19.58
625,2015-01-19,40,48,L,164-11,36,1,7988.12,19.58
626,2015-01-19,40,48,L,156-4,0,2,11836.59,15.18
627,2015-01-19,40,48,L,167-7,0,2,5356.22,15.18
628,2015-01-19,40,48,L,168-16,0,2,13632.26,15.18
629,2015-01-19,40,48,L,169-30,0,2,9384.73,15.18
630,2015-01-19,40,48,L,164-11,0,2,11356.15,15.18
631,2015-01-19,40,48,L,156-4,2,2,4849.98,16.51
632,2015-01-19,40,48,L,167-7,2,2,27433.24,16.51
633,2015-01-19,40,48,L,168-16,2,2,11473.9,16.51
634,2015-01-19,40,48,L,169-30,2,2,8992.74,16.51
635,2015-01-19,40,48,L,164-11,2,2,10179.11,16.51
636,2015-01-19,40,48,L,156-4,12,2,5085.78,15.31
637,2015-01-19,40,48,L,167-7,12,2,20961.78,15.31
638,2015-01-19,40,48,L,168-16,12,2,8811.72,15.31
639,2015-01-19,40,48,L,169-30,12,2,7890.01,15.31
640,2015-01-19,40,48,L,164-11,12,2,12465.47,15.31
641,2015-01-19,40,48,L,156-4,24,2,7202.88,17.41
642,2015-01-19,40,48,L,167-7,24,2,19586.75,17.41
643,2015-01-19,40,48,L,168-16,24,2,5347.08,17.41
644,2015-01-19,40,48,L,169-30,24,2,8673.22,17.41
645,2015-01-19,40,48,L,164-11,24,2,9923.9,17.41
646,2015-01-19,40,48,L,156-4,36,2,10416,19.58
647,2015-01-19,40,48,L,167-7,36,2,9431.27,19.58
648,2015-01-19,40,48,L,168-16,36,2,731.29,19.58
649,2015-01-19,40,48,L,169-30,36,2,2955.83,19.58
650,2015-01-19,40,48,L,164-11,36,2,8814.08,19.58
651,2015-01-19,40,48,L,156-4,0,3,12892.39,15.18
652,2015-01-19,40,48,L,167-7,0,3,5998.15,15.18
653,2015-01-19,40,48,L,168-16,0,3,14655.48,15.18
654,2015-01-19,40,48,L,169-30,0,3,9896.42,15.18
655,2015-01-19,40,48,L,164-11,0,3,12342.15,15.18
656,2015-01-19,40,48,L,156-4,2,3,4342.98,16.51
657,2015-01-19,40,48,L,167-7,2,3,14539.42,16.51
658,2015-01-19,40,48,L,168-16,2,3,6556.18,16.51
659,2015-01-19,40,48,L,169-30,2,3,8817.28,16.51
660,2015-01-19,40,48,L,164-11,2,3,11705.07,16.51
661,2015-01-19,40,48,L,156-4,12,3,5232.62,15.31
662,2015-01-19,40,48,L,167-7,12,3,20530.43,15.31
663,2015-01-19,40,48,L,168-16,12,3,6364.66,15.31
664,2015-01-19,40,48,L,169-30,12,3,7197.2,15.31
665,2015-01-19,40,48,L,164-11,12,3,13056.38,15.31
666,2015-01-19,40,48,L,156-4,24,3,7409.1,17.41
667,2015-01-19,40,48,L,167-7,24,3,19013.62,17.41
668,2015-01-19,40,48,L,168-16,24,3,5485.67,17.41
669,2015-01-19,40,48,L,169-30,24,3,8286.59,17.41
670,2015-01-19,40,48,L,164-11,24,3,10866.32,17.41
671,2015-01-19,40,48,L,156-4,36,3,8904.11,19.58
672,2015-01-19,40,48,L,167-7,36,3,9279.73,19.58
673,2015-01-19,40,48,L,168-16,36,3,1822.67,19.58
674,2015-01-19,40,48,L,169-30,36,3,2400.71,19.58
675,2015-01-19,40,48,L,164-11,36,3,7112.17,19.58
601,2015-01-20,41,72,L,156-4,0,1,19109.27,14.81
602,2015-01-20,41,72,L,167-7,0,1,5539.77,14.81
603,2015-01-20,41,72,L,168-16,0,1,12927.49,14.81
604,2015-01-20,41,72,L,169-30,0,1,17146.5,14.81
605,2015-01-20,41,72,L,164-11,0,1,17726.29,14.81
606,2015-01-20,41,72,L,156-4,2,1,1515.44,15.9
607,2015-01-20,41,72,L,167-7,2,1,17359.08,15.9
608,2015-01-20,41,72,L,168-16,2,1,8932.66,15.9
609,2015-01-20,41,72,L,169-30,2,1,12184.65,15.9
610,2015-01-20,41,72,L,164-11,2,1,17718.37,15.9
611,2015-01-20,41,72,L,156-4,12,1,5581.11,15.52
612,2015-01-20,41,72,L,167-7,12,1,33999.18,15.52
613,2015-01-20,41,72,L,168-16,12,1,8138.72,15.52
614,2015-01-20,41,72,L,169-30,12,1,11159.2,15.52
615,2015-01-20,41,72,L,164-11,12,1,14142.16,15.52
616,2015-01-20,41,72,L,156-4,24,1,11601.35,15.33
617,2015-01-20,41,72,L,167-7,24,1,32353.49,15.33
618,2015-01-20,41,72,L,168-16,24,1,4520.61,15.33
619,2015-01-20,41,72,L,169-30,24,1,9074.48,15.33
620,2015-01-20,41,72,L,164-11,24,1,9130.03,15.33
621,2015-01-20,41,72,L,156-4,36,1,9708.65,20.45
622,2015-01-20,41,72,L,167-7,36,1,13464.07,20.45
623,2015-01-20,41,72,L,168-16,36,1,936.16,20.45
624,2015-01-20,41,72,L,169-30,36,1,1910.36,20.45
625,2015-01-20,41,72,L,164-11,36,1,7154.45,20.45
626,2015-01-20,41,72,L,156-4,0,2,19354.79,14.81
627,2015-01-20,41,72,L,167-7,0,2,6008.78,14.81
628,2015-01-20,41,72,L,168-16,0,2,19738.26,14.81
629,2015-01-20,41,72,L,169-30,0,2,14253.37,14.81
630,2015-01-20,41,72,L,164-11,0,2,15081.41,14.81
631,2015-01-20,41,72,L,156-4,2,2,3913.42,15.9
632,2015-01-20,41,72,L,167-7,2,2,42411.18,15.9
633,2015-01-20,41,72,L,168-16,2,2,13668.75,15.9
634,2015-01-20,41,72,L,169-30,2,2,11330.73,15.9
635,2015-01-20,41,72,L,164-11,2,2,13784.52,15.9
636,2015-01-20,41,72,L,156-4,12,2,7203.77,15.52
637,2015-01-20,41,72,L,167-7,12,2,35425.19,15.52
638,2015-01-20,41,72,L,168-16,12,2,14040.34,15.52
639,2015-01-20,41,72,L,169-30,12,2,11049.23,15.52
640,2015-01-20,41,72,L,164-11,12,2,16391.31,15.52
641,2015-01-20,41,72,L,156-4,24,2,9379.39,15.33
642,2015-01-20,41,72,L,167-7,24,2,30592.04,15.33
643,2015-01-20,41,72,L,168-16,24,2,6362,15.33
644,2015-01-20,41,72,L,169-30,24,2,10797.75,15.33
645,2015-01-20,41,72,L,164-11,24,2,10653.02,15.33
646,2015-01-20,41,72,L,156-4,36,2,11070.49,20.45
647,2015-01-20,41,72,L,167-7,36,2,9173.65,20.45
648,2015-01-20,41,72,L,168-16,36,2,594.11,20.45
649,2015-01-20,41,72,L,169-30,36,2,1737.61,20.45
650,2015-01-20,41,72,L,164-11,36,2,5525.18,20.45
651,2015-01-20,41,72,L,156-4,0,3,19829.83,14.81
652,2015-01-20,41,72,L,167-7,0,3,7510.4,14.81
653,2015-01-20,41,72,L,168-16,0,3,20740.4,14.81
654,2015-01-20,41,72,L,169-30,0,3,15687.23,14.81
655,2015-01-20,41,72,L,164-11,0,3,16072.33,14.81
656,2015-01-20,41,72,L,156-4,2,3,2406.33,15.9
657,2015-01-20,41,72,L,167-7,2,3,20801.27,15.9
658,2015-01-20,41,72,L,168-16,2,3,8707.32,15.9
659,2015-01-20,41,72,L,169-30,2,3,11266.06,15.9
660,2015-01-20,41,72,L,164-11,2,3,16331.9,15.9
661,2015-01-20,41,72,L,156-4,12,3,6715.27,15.52
662,2015-01-20,41,72,L,167-7,12,3,31614.55,15.52
663,2015-01-20,41,72,L,168-16,12,3,7604.97,15.52
664,2015-01-20,41,72,L,169-30,12,3,10825.67,15.52
665,2015-01-20,41,72,L,164-11,12,3,15884.5,15.52
666,2015-01-20,41,72,L,156-4,24,3,10156.68,15.33
667,2015-01-20,41,72,L,167-7,24,3,27474.94,15.33
668,2015-01-20,41,72,L,168-16,24,3,5978.14,15.33
669,2015-01-20,41,72,L,169-30,24,3,11246.68,15.33
670,2015-01-20,41,72,L,164-11,24,3,10657.8,15.33
671,2015-01-20,41,72,L,156-4,36,3,9249.99,20.45
672,2015-01-20,41,72,L,167-7,36,3,10663.78,20.45
673,2015-01-20,41,72,L,168-16,36,3,1687.45,20.45
674,2015-01-20,41,72,L,169-30,36,3,2768.7,20.45
675,2015-01-20,41,72,L,164-11,36,3,6354.57,20.45
601,2015-01-21,42,96,L,156-4,0,1,27172.14,14.52
602,2015-01-21,42,96,L,167-7,0,1,6850.53,14.52
603,2015-01-21,42,96,L,168-16,0,1,19459.24,14.52
604,2015-01-21,42,96,L,169-30,0,1,23257.66,14.52
605,2015-01-21,42,96,L,164-11,0,1,23390.7,14.52
606,2015-01-21,42,96,L,156-4,2,1,1316.69,15.98
607,2015-01-21,42,96,L,167-7,2,1,25568.91,15.98
608,2015-01-21,42,96,L,168-16,2,1,10768.56,15.98
609,2015-01-21,42,96,L,169-30,2,1,20914.68,15.98
610,2015-01-21,42,96,L,164-11,2,1,23443.74,15.98
611,2015-01-21,42,96,L,156-4,12,1,6652.02,15.33
612,2015-01-21,42,96,L,167-7,12,1,55494.32,15.33
613,2015-01-21,42,96,L,168-16,12,1,11538.84,15.33
614,2015-01-21,42,96,L,169-30,12,1,15888.87,15.33
615,2015-01-21,42,96,L,164-11,12,1,20187.27,15.33
616,2015-01-21,42,96,L,156-4,24,1,15681.21,19.31
617,2015-01-21,42,96,L,167-7,24,1,43561.62,19.31
618,2015-01-21,42,96,L,168-16,24,1,5978.34,19.31
619,2015-01-21,42,96,L,169-30,24,1,11443.05,19.31
620,2015-01-21,42,96,L,164-11,24,1,13239.47,19.31
621,2015-01-21,42,96,L,156-4,36,1,11686.93,19.65
622,2015-01-21,42,96,L,167-7,36,1,14013.31,19.65
623,2015-01-21,42,96,L,168-16,36,1,747.14,19.65
624,2015-01-21,42,96,L,169-30,36,1,1937.04,19.65
625,2015-01-21,42,96,L,164-11,36,1,7430.5,19.65
626,2015-01-21,42,96,L,156-4,0,2,26582.06,14.52
627,2015-01-21,42,96,L,167-7,0,2,8597,14.52
628,2015-01-21,42,96,L,168-16,0,2,28935.61,14.52
629,2015-01-21,42,96,L,169-30,0,2,20440.78,14.52
630,2015-01-21,42,96,L,164-11,0,2,21718.03,14.52
631,2015-01-21,42,96,L,156-4,2,2,3698.28,15.98
632,2015-01-21,42,96,L,167-7,2,2,56851.03,15.98
633,2015-01-21,42,96,L,168-16,2,2,16736.96,15.98
634,2015-01-21,42,96,L,169-30,2,2,18613.11,15.98
635,2015-01-21,42,96,L,164-11,2,2,20299.39,15.98
636,2015-01-21,42,96,L,156-4,12,2,9849.36,15.33
637,2015-01-21,42,96,L,167-7,12,2,53827.39,15.33
638,2015-01-21,42,96,L,168-16,12,2,21584.9,15.33
639,2015-01-21,42,96,L,169-30,12,2,15754.73,15.33
640,2015-01-21,42,96,L,164-11,12,2,24356.85,15.33
641,2015-01-21,42,96,L,156-4,24,2,16202.59,19.31
642,2015-01-21,42,96,L,167-7,24,2,43899.82,19.31
643,2015-01-21,42,96,L,168-16,24,2,8567.55,19.31
644,2015-01-21,42,96,L,169-30,24,2,14538.64,19.31
645,2015-01-21,42,96,L,164-11,24,2,14237.2,19.31
646,2015-01-21,42,96,L,156-4,36,2,11919.03,19.65
647,2015-01-21,42,96,L,167-7,36,2,13692.6,19.65
648,2015-01-21,42,96,L,168-16,36,2,641.31,19.65
649,2015-01-21,42,96,L,169-30,36,2,2770.74,19.65
650,2015-01-21,42,96,L,164-11,36,2,8998.95,19.65
651,2015-01-21,42,96,L,156-4,0,3,27416.22,14.52
652,2015-01-21,42,96,L,167-7,0,3,10184.45,14.52
653,2015-01-21,42,96,L,168-16,0,3,29734.21,14.52
654,2015-01-21,42,96,L,169-30,0,3,21689.16,14.52
655,2015-01-21,42,96,L,164-11,0,3,24016.77,14.52
656,2015-01-21,42,96,L,156-4,2,3,1767.49,15.98
657,2015-01-21,42,96,L,167-7,2,3,31972.24,15.98
658,2015-01-21,42,96,L,168-16,2,3,10381.84,15.98
659,2015-01-21,42,96,L,169-30,2,3,16506.26,15.98
660,2015-01-21,42,96,L,164-11,2,3,23045.73,15.98
661,2015-01-21,42,96,L,156-4,12,3,9243.51,15.33
662,2015-01-21,42,96,L,167-7,12,3,46399.22,15.33
663,2015-01-21,42,96,L,168-16,12,3,9359.24,15.33
664,2015-01-21,42,96,L,169-30,12,3,16089.23,15.33
665,2015-01-21,42,96,L,164-11,12,3,18558.72,15.33
666,2015-01-21,42,96,L,156-4,24,3,14894.42,19.31
667,2015-01-21,42,96,L,167-7,24,3,39625.5,19.31
668,2015-01-21,42,96,L,168-16,24,3,7808.04,19.31
669,2015-01-21,42,96,L,169-30,24,3,13718.53,19.31
670,2015-01-21,42,96,L,164-11,24,3,15700.09,19.31
671,2015-01-21,42,96,L,156-4,36,3,10968.45,19.65
672,2015-01-21,42,96,L,167-7,36,3,13009.26,19.65
673,2015-01-21,42,96,L,168-16,36,3,1229.92,19.65
674,2015-01-21,42,96,L,169-30,36,3,1818.23,19.65
675,2015-01-21,42,96,L,164-11,36,3,7133.83,19.65
601,2015-01-22,43,120,L,156-4,0,1,32741.4,14.55
602,2015-01-22,43,120,L,167-7,0,1,8512.22,14.55
603,2015-01-22,43,120,L,168-16,0,1,26850.14,14.55
604,2015-01-22,43,120,L,169-30,0,1,31227.24,14.55
605,2015-01-22,43,120,L,164-11,0,1,30985.07,14.55
606,2015-01-22,43,120,L,156-4,2,1,1402.53,16.61
607,2015-01-22,43,120,L,167-7,2,1,35887.52,16.61
608,2015-01-22,43,120,L,168-16,2,1,13628.15,16.61
609,2015-01-22,43,120,L,169-30,2,1,34406.01,16.61
610,2015-01-22,43,120,L,164-11,2,1,30269.01,16.61
611,2015-01-22,43,120,L,156-4,12,1,9527.82,15.14
612,2015-01-22,43,120,L,167-7,12,1,74696.79,15.14
613,2015-01-22,43,120,L,168-16,12,1,17317.74,15.14
614,2015-01-22,43,120,L,169-30,12,1,23536.04,15.14
615,2015-01-22,43,120,L,164-11,12,1,21792.3,15.14
616,2015-01-22,43,120,L,156-4,24,1,23274.08,15.38
617,2015-01-22,43,120,L,167-7,24,1,56227.69,15.38
618,2015-01-22,43,120,L,168-16,24,1,6764.71,15.38
619,2015-01-22,43,120,L,169-30,24,1,14152.41,15.38
620,2015-01-22,43,120,L,164-11,24,1,13894.58,15.38
621,2015-01-22,43,120,L,156-4,36,1,13071.32,19.16
622,2015-01-22,43,120,L,167-7,36,1,15649.31,19.16
623,2015-01-22,43,120,L,168-16,36,1,665.76,19.16
624,2015-01-22,43,120,L,169-30,36,1,1677.16,19.16
625,2015-01-22,43,120,L,164-11,36,1,7775.42,19.16
626,2015-01-22,43,120,L,156-4,0,2,32474.07,14.55
627,2015-01-22,43,120,L,167-7,0,2,9470.96,14.55
628,2015-01-22,43,120,L,168-16,0,2,37879.94,14.55
629,2015-01-22,43,120,L,169-30,0,2,26973.37,14.55
630,2015-01-22,43,120,L,164-11,0,2,27092.45,14.55
631,2015-01-22,43,120,L,156-4,2,2,4245.39,16.61
632,2015-01-22,43,120,L,167-7,2,2,NA,NA
633,2015-01-22,43,120,L,168-16,2,2,18420.51,16.61
634,2015-01-22,43,120,L,169-30,2,2,NA,NA
635,2015-01-22,43,120,L,164-11,2,2,25963.42,16.61
636,2015-01-22,43,120,L,156-4,12,2,13532.55,15.14
637,2015-01-22,43,120,L,167-7,12,2,NA,NA
638,2015-01-22,43,120,L,168-16,12,2,NA,NA
639,2015-01-22,43,120,L,169-30,12,2,21004.34,15.14
640,2015-01-22,43,120,L,164-11,12,2,NA,NA
641,2015-01-22,43,120,L,156-4,24,2,22841.17,15.38
642,2015-01-22,43,120,L,167-7,24,2,60578.79,15.38
643,2015-01-22,43,120,L,168-16,24,2,10137.78,15.38
644,2015-01-22,43,120,L,169-30,24,2,17567.87,15.38
645,2015-01-22,43,120,L,164-11,24,2,16445.19,15.38
646,2015-01-22,43,120,L,156-4,36,2,14219.75,19.16
647,2015-01-22,43,120,L,167-7,36,2,11433.34,19.16
648,2015-01-22,43,120,L,168-16,36,2,455.32,19.16
649,2015-01-22,43,120,L,169-30,36,2,2824.17,19.16
650,2015-01-22,43,120,L,164-11,36,2,6999.56,19.16
651,2015-01-22,43,120,L,156-4,0,3,NA,NA
652,2015-01-22,43,120,L,167-7,0,3,15930.08,14.55
653,2015-01-22,43,120,L,168-16,0,3,NA,NA
654,2015-01-22,43,120,L,169-30,0,3,NA,NA
655,2015-01-22,43,120,L,164-11,0,3,NA,NA
656,2015-01-22,43,120,L,156-4,2,3,1605.49,16.61
657,2015-01-22,43,120,L,167-7,2,3,43971.33,16.61
658,2015-01-22,43,120,L,168-16,2,3,12207.17,16.61
659,2015-01-22,43,120,L,169-30,2,3,32620.35,16.61
660,2015-01-22,43,120,L,164-11,2,3,NA,NA
661,2015-01-22,43,120,L,156-4,12,3,13609.04,15.14
662,2015-01-22,43,120,L,167-7,12,3,65796.1,15.14
663,2015-01-22,43,120,L,168-16,12,3,11215.14,15.14
664,2015-01-22,43,120,L,169-30,12,3,NA,NA
665,2015-01-22,43,120,L,164-11,12,3,23200.81,15.14
666,2015-01-22,43,120,L,156-4,24,3,23332.65,15.38
667,2015-01-22,43,120,L,167-7,24,3,NA,NA
668,2015-01-22,43,120,L,168-16,24,3,8077.5,15.38
669,2015-01-22,43,120,L,169-30,24,3,11770.83,15.38
670,2015-01-22,43,120,L,164-11,24,3,19183.46,15.38
671,2015-01-22,43,120,L,156-4,36,3,11823.98,19.16
672,2015-01-22,43,120,L,167-7,36,3,13740.09,19.16
673,2015-01-22,43,120,L,168-16,36,3,1101,19.16
674,2015-01-22,43,120,L,169-30,36,3,2246.95,19.16
675,2015-01-22,43,120,L,164-11,36,3,6993.56,19.16
601,2015-01-23,44,144,L,156-4,0,1,39635.16,15.66
602,2015-01-23,44,144,L,167-7,0,1,10976.45,15.66
603,2015-01-23,44,144,L,168-16,0,1,36522.18,15.66
604,2015-01-23,44,144,L,169-30,0,1,40699.05,15.66
605,2015-01-23,44,144,L,164-11,0,1,38814.25,15.66
606,2015-01-23,44,144,L,156-4,2,1,1832.22,16.44
607,2015-01-23,44,144,L,167-7,2,1,47586.68,16.44
608,2015-01-23,44,144,L,168-16,2,1,15339.08,16.44
609,2015-01-23,44,144,L,169-30,2,1,46647.75,16.44
610,2015-01-23,44,144,L,164-11,2,1,37658.6,16.44
611,2015-01-23,44,144,L,156-4,12,1,13640.66,16.16
612,2015-01-23,44,144,L,167-7,12,1,110014.31,16.16
613,2015-01-23,44,144,L,168-16,12,1,24346.31,16.16
614,2015-01-23,44,144,L,169-30,12,1,31192.18,16.16
615,2015-01-23,44,144,L,164-11,12,1,28020.58,16.16
616,2015-01-23,44,144,L,156-4,24,1,33599.82,18.87
617,2015-01-23,44,144,L,167-7,24,1,86412.33,18.87
618,2015-01-23,44,144,L,168-16,24,1,8015.12,18.87
619,2015-01-23,44,144,L,169-30,24,1,18387.46,18.87
620,2015-01-23,44,144,L,164-11,24,1,19272.39,18.87
621,2015-01-23,44,144,L,156-4,36,1,14664.25,20.17
622,2015-01-23,44,144,L,167-7,36,1,20062.42,20.17
623,2015-01-23,44,144,L,168-16,36,1,627.23,20.17
624,2015-01-23,44,144,L,169-30,36,1,1150.34,20.17
625,2015-01-23,44,144,L,164-11,36,1,9249.13,20.17
626,2015-01-23,44,144,L,156-4,0,2,38909.8,15.66
627,2015-01-23,44,144,L,167-7,0,2,12609.04,15.66
628,2015-01-23,44,144,L,168-16,0,2,46657.16,15.66
629,2015-01-23,44,144,L,169-30,0,2,33808.57,15.66
630,2015-01-23,44,144,L,164-11,0,2,35647.37,15.66
631,2015-01-23,44,144,L,156-4,2,2,5271.68,16.44
632,2015-01-23,44,144,L,167-7,2,2,16142.27,16.44
633,2015-01-23,44,144,L,168-16,2,2,21462.25,16.44
634,2015-01-23,44,144,L,169-30,2,2,8793.77,16.44
635,2015-01-23,44,144,L,164-11,2,2,32594.84,16.44
636,2015-01-23,44,144,L,156-4,12,2,19434.27,16.16
637,2015-01-23,44,144,L,167-7,12,2,19809.23,16.16
638,2015-01-23,44,144,L,168-16,12,2,7900,16.16
639,2015-01-23,44,144,L,169-30,12,2,30307.64,16.16
640,2015-01-23,44,144,L,164-11,12,2,9439.11,16.16
641,2015-01-23,44,144,L,156-4,24,2,35096.13,18.87
642,2015-01-23,44,144,L,167-7,24,2,82706.49,18.87
643,2015-01-23,44,144,L,168-16,24,2,13523.59,18.87
644,2015-01-23,44,144,L,169-30,24,2,20842.52,18.87
645,2015-01-23,44,144,L,164-11,24,2,24352.82,18.87
646,2015-01-23,44,144,L,156-4,36,2,15500.2,20.17
647,2015-01-23,44,144,L,167-7,36,2,18158.06,20.17
648,2015-01-23,44,144,L,168-16,36,2,517.25,20.17
649,2015-01-23,44,144,L,169-30,36,2,1733.89,20.17
650,2015-01-23,44,144,L,164-11,36,2,9799.58,20.17
651,2015-01-23,44,144,L,156-4,0,3,11009.92,15.66
652,2015-01-23,44,144,L,167-7,0,3,17744.82,15.66
653,2015-01-23,44,144,L,168-16,0,3,12039.57,15.66
654,2015-01-23,44,144,L,169-30,0,3,6450.84,15.66
655,2015-01-23,44,144,L,164-11,0,3,8335.4,15.66
656,2015-01-23,44,144,L,156-4,2,3,1831.38,16.44
657,2015-01-23,44,144,L,167-7,2,3,54294.65,16.44
658,2015-01-23,44,144,L,168-16,2,3,15721.03,16.44
659,2015-01-23,44,144,L,169-30,2,3,43389.23,16.44
660,2015-01-23,44,144,L,164-11,2,3,9534.73,16.44
661,2015-01-23,44,144,L,156-4,12,3,16403.38,16.16
